Date,YSB,Temp,RH,RF
21-10-2019,90,28.8,75.5,0
22-10-2019,84,28.65,79.5,0
23-10-2019,78,27.2,89,212
24-10-2019,81,24.8,94,213
25-10-2019,91,25.5,94,216
26-10-2019,75,24.85,86,8
27-10-2019,0,25.15,90.5,0
28-10-2019,64,27.1,86.5,0
29-10-2019,79,27.9,77,0
30-10-2019,95,28.4,80,0
31-10-2019,63,28.4,78.5,0
01-11-2019,15,28.15,82,0
02-11-2019,21,28.5,81,0
03-11-2019,0,28.55,83.5,0
04-11-2019,38,27.75,75.5,0
05-11-2019,18,26.1,77.5,0
06-11-2019,16,25.85,77,0
07-11-2019,21,24.9,67.5,0
08-11-2019,27,24.7,79,0
09-11-2019,0,23.7,94,6.4
10-11-2019,0,26.55,72.5,0
11-11-2019,73,26.45,73,0
12-11-2019,24,25.1,72,0
13-11-2019,27,24.95,67,0
14-11-2019,20,23.1,71.5,0
15-11-2019,18,24.05,71,0
16-11-2019,19,25,68.5,0
17-11-2019,0,25.1,76.5,0
18-11-2019,15,24.75,72.5,0
19-11-2019,16,24.5,73.5,0
20-11-2019,18,24,68,0
21-11-2019,12,23.7,69.5,0
22-11-2019,16,23.7,73,0
23-11-2019,12,23.6,75,0
24-11-2019,0,24,74,0
25-11-2019,10,24.2,78.5,0
26-11-2019,13,24.1,77,0
27-11-2019,8,23.55,77,0
28-11-2019,10,24.7,75.5,0
29-11-2019,7,24.1,74,0
30-11-2019,8,24.65,73.5,0
01-12-2019,0,24.15,72.5,0
02-12-2019,12,23.95,73,0
03-12-2019,7,23.5,72.5,0
04-12-2019,10,22.85,73,0
05-12-2019,15,21.85,57,0
06-12-2019,9,20.9,65.5,0
07-12-2019,10,22.75,75,0
08-12-2019,0,24.5,69.5,0
09-12-2019,8,24.5,70,0
10-12-2019,7,24,71.5,0
11-12-2019,3,23.65,71.5,0
12-12-2019,1,23.2,76,0
13-12-2019,0,23.8,78.5,0
14-12-2019,0,24.6,74.5,0
15-12-2019,0,24.05,72,0
16-12-2019,1,24.1,74,0
17-12-2019,2,22.75,77,0
18-12-2019,2,22.6,72.5,0
19-12-2019,0,20,65.5,0
20-12-2019,3,20.25,65.5,0
21-12-2019,0,19.75,76.5,0
22-12-2019,0,20.85,77,0
23-12-2019,2,21.8,78.5,0
24-12-2019,0,20.8,68,0
25-12-2019,0,21.35,73.5,0
26-12-2019,0,19.65,87.5,0
27-12-2019,3,19.55,84.5,0
28-12-2019,0,17.95,70,0
29-12-2019,0,17.5,78,0
30-12-2019,5,17.85,78.5,0
31-12-2019,3,18.5,79.5,0
01-01-2020,0,20.15,84,0
02-01-2020,1,21.05,88.5,0
03-01-2020,1,19.65,92.5,0
04-01-2020,0,19.25,93.5,11
05-01-2020,0,20.7,89,0
06-01-2020,1,20,88.5,0
07-01-2020,0,19.8,85.5,0
08-01-2020,1,20.5,83,0
09-01-2020,2,21.55,85.5,0
10-01-2020,1,22.55,87,0
11-01-2020,0,19.2,84,0
12-01-2020,0,19.6,84.5,0
13-01-2020,1,19.95,87,0
14-01-2020,2,20.6,85,0
15-01-2020,0,23.6,83,0
16-01-2020,1,22.5,85.5,0
17-01-2020,2,24.1,82.5,0
18-01-2020,1,24.05,87,0
19-01-2020,0,23.5,87.5,0
20-01-2020,1,23.3,90,0
21-01-2020,1,22.6,91.5,0
22-01-2020,0,22.85,89,0
23-01-2020,1,25.3,88.5,0
24-01-2020,0,24.8,83.5,0
25-01-2020,2,22.1,92,0
26-01-2020,0,22.5,85,0
27-01-2020,0,21.8,94,0
28-01-2020,0,23.3,92.5,0
29-01-2020,1,27.5,92,0
30-01-2020,0,26.5,90.5,8
31-01-2020,1,24.3,90.5,0
01-02-2020,2,22.4,91.5,0
02-02-2020,0,22.85,65.5,0
03-02-2020,3,22.6,62.5,0
04-02-2020,3,21.65,66.5,0
05-02-2020,0,25.75,85,0
06-02-2020,2,23.25,82,9
07-02-2020,1,26.8,88,1
08-02-2020,0,24.75,83,2
09-02-2020,0,21.3,80.5,8
10-02-2020,3,22.35,68.5,0
11-02-2020,1,22.1,66.5,0
12-02-2020,2,22.25,65.5,0
13-02-2020,2,23.5,59.5,0
14-02-2020,3,25.85,50,0
15-02-2020,0,25.5,62,0
16-02-2020,0,25,68,0
17-02-2020,2,24.6,66.5,0
18-02-2020,3,25.9,64,0
19-02-2020,2,25,61.5,0
20-02-2020,5,25.55,71,0
21-02-2020,3,26,71,0
22-02-2020,2,25.2,67.5,0
23-02-2020,0,25.35,67.5,0
24-02-2020,4,23.3,84.5,0
25-02-2020,7,26.2,85,0
26-02-2020,8,22.95,82,22
27-02-2020,0,24.9,95,0
28-02-2020,5,24.8,94,0
29-02-2020,4,25.3,71,0
01-03-2020,0,25.65,70,0
02-03-2020,7,26.7,71,0
03-03-2020,0,27.05,70.5,0
04-03-2020,5,27.25,80.5,0
05-03-2020,0,26.05,77,5
06-03-2020,7,26.1,78.5,2.5
07-03-2020,0,26.65,81,0
08-03-2020,0,25.8,81.5,49
09-03-2020,6,27.85,74,0
10-03-2020,0,29.15,71,0
11-03-2020,4,29.1,71.5,0
12-03-2020,0,28.95,79.5,0
13-03-2020,6,28.6,78.5,7
14-03-2020,0,28.8,78,0
15-03-2020,0,26.9,68.5,0
16-03-2020,3,29.5,73.5,0
17-03-2020,2,29.5,71.5,0
18-03-2020,0,29.5,68,0
19-03-2020,1,29.2,81,0
20-03-2020,3,26.7,72,25
21-03-2020,2,28.5,90.5,0
22-03-2020,0,28,78,0
23-03-2020,0,27.95,77,0
24-03-2020,0,28,76,5
25-03-2020,0,29.25,80,0
26-03-2020,0,29.9,75.5,0
27-03-2020,0,31.15,76.5,0
28-03-2020,0,31.3,78.5,0
29-03-2020,0,31.6,75.5,0
30-03-2020,0,30.3,73,2.5
31-03-2020,0,30.8,78,0
01-04-2020,3,31.85,66,0
02-04-2020,1,32,73.5,0
03-04-2020,4,31.6,69.5,0
04-04-2020,0,31.1,70,0
05-04-2020,2,31.2,72.5,0
06-04-2020,2,31.6,80,0
07-04-2020,5,31.4,76.5,0
08-04-2020,2,29.7,87.5,0
09-04-2020,3,30.5,78.5,0
10-04-2020,6,31.65,81.5,0
11-04-2020,4,32.2,74.5,0
12-04-2020,4,32.1,76,0
13-04-2020,4,32.9,64.5,0
14-04-2020,0,32.65,72.5,0
15-04-2020,3,32.25,69,0
16-04-2020,4,31.65,69.5,0
17-04-2020,3,31.5,82,0
18-04-2020,4,31.5,80.5,0
19-04-2020,5,29.75,75.5,48
20-04-2020,2,31,80.5,0
21-04-2020,2,29.6,94,0
22-04-2020,2,28.15,79.5,54.8
23-04-2020,3,30.8,76.5,0
24-04-2020,4,30.85,76.5,23.8
25-04-2020,3,26.6,85.5,66.6
26-04-2020,4,28.65,89,4
27-04-2020,4,29.45,70,2
28-04-2020,3,30.3,82.5,0
29-04-2020,3,29.6,77,0
30-04-2020,2,30,76,23.2
01-05-2020,0,31.35,80.5,0
02-05-2020,0,29.25,78.5,34.6
03-05-2020,0,31,78,0
04-05-2020,0,31.2,94,0
05-05-2020,0,31.5,77,9
06-05-2020,0,27.4,80.5,30
07-05-2020,0,30.75,75,0
08-05-2020,0,32.35,68.5,0
09-05-2020,0,31,69.5,0
10-05-2020,0,32,78,0
11-05-2020,0,30.5,75,0.2
12-05-2020,0,31.4,81.5,0
13-05-2020,0,31.25,76.5,0
14-05-2020,0,31.8,77,0
15-05-2020,0,32.25,71.5,0
16-05-2020,0,32.8,75.5,0
17-05-2020,0,31.4,76,0
18-05-2020,0,31.65,74,0
19-05-2020,0,30.25,83.5,0
20-05-2020,0,28.8,94.5,39
21-05-2020,0,30.1,72.5,58
22-05-2020,0,31.45,82.5,0
23-05-2020,0,31.5,84,0
24-05-2020,0,31.6,84.5,0
25-05-2020,0,31.5,82,0
26-05-2020,0,31.2,82.5,0
27-05-2020,0,32,77,0
28-05-2020,0,30.6,80,0
29-05-2020,0,28.1,81.5,41
30-05-2020,0,28.4,77.5,17
31-05-2020,0,31.5,81,0
01-06-2020,0,31.3,85.5,0
02-06-2020,0,30.75,80,2
03-06-2020,0,30.25,80,42
04-06-2020,0,30.9,79,0
05-06-2020,0,31.6,82.5,0
06-06-2020,0,32.7,76,0
07-06-2020,0,31.1,80,0
08-06-2020,0,31.25,79,0
09-06-2020,0,30.9,80.5,23.4
10-06-2020,0,31.5,79.5,0
11-06-2020,0,30.55,85.5,11
12-06-2020,0,30.3,96,7.6
13-06-2020,0,30.75,95,17
14-06-2020,0,28.5,97,5.8
15-06-2020,0,29.1,96,3.6
16-06-2020,0,28.9,89,27.2
17-06-2020,0,30.5,87.5,0
18-06-2020,0,29.9,86.5,0
19-06-2020,0,31.5,78.5,0
20-06-2020,0,28.75,82,7
21-06-2020,0,28.4,80.5,0
22-06-2020,0,30.6,78.5,0
23-06-2020,0,31.2,78,0
24-06-2020,0,31.5,77.5,0
25-06-2020,0,31.3,77.5,0
26-06-2020,0,31.4,75,0
27-06-2020,0,31,75,6
28-06-2020,0,30.4,77,0
29-06-2020,0,29.9,82,3
30-06-2020,0,31.25,78,0.8
01-07-2020,0,32,73,0
02-07-2020,0,31.55,78,2
03-07-2020,0,32.3,79,0
04-07-2020,0,31.5,84,0
05-07-2020,0,28.8,87,26.4
06-07-2020,0,29.8,94.5,1.8
07-07-2020,0,30,77,14.2
08-07-2020,0,31.6,80.5,13.6
09-07-2020,0,30.7,81.5,0
10-07-2020,0,31.1,82,0
11-07-2020,0,31.05,82.5,0
12-07-2020,0,30.95,75.5,0
13-07-2020,0,29.5,83.5,6.4
14-07-2020,0,29.8,82,2
15-07-2020,0,30.2,84.5,0
16-07-2020,0,29.5,85.5,2.4
17-07-2020,0,30.8,83.5,3.6
18-07-2020,0,31.5,79,2.4
19-07-2020,0,31.5,83,0
20-07-2020,0,31.05,81,1.4
21-07-2020,0,31.75,76.5,0
22-07-2020,0,29.5,84,0
23-07-2020,0,28.45,89,8.8
24-07-2020,0,28.8,90,0
25-07-2020,0,31.15,78.5,0.5
26-07-2020,0,32,73.5,0
27-07-2020,0,31.8,73.5,0
28-07-2020,0,30.8,77.5,10.2
29-07-2020,0,30.45,84,0
30-07-2020,0,31.25,83.5,0
31-07-2020,0,32.25,75.5,5
01-08-2020,0,32.25,79.5,0
02-08-2020,0,31,79.5,0
03-08-2020,0,30.5,81.5,1
04-08-2020,0,29.75,84.5,6.2
05-08-2020,0,27.25,91.5,79.2
06-08-2020,0,28.5,92.5,6.4
07-08-2020,0,30.65,85.5,0
08-08-2020,0,30.1,86.5,5.6
09-08-2020,0,29.35,90,30.2
10-08-2020,0,30.2,83,0
11-08-2020,0,30.25,82,0
12-08-2020,0,31,77,0
13-08-2020,0,31.45,79.5,0
14-08-2020,0,29,93.5,3.8
15-08-2020,0,27.25,93,60.4
16-08-2020,0,28.8,89,4
17-08-2020,0,29.3,87,1.7
18-08-2020,0,30.5,84.5,0
19-08-2020,0,27.05,97.5,16.2
20-08-2020,0,27.95,88,60.2
21-08-2020,0,29,83.5,0
22-08-2020,0,29.55,87,0
23-08-2020,0,29.35,87.5,1.8
24-08-2020,0,29.3,88,11
25-08-2020,0,27.4,96,0.8
26-08-2020,0,27,95.5,81.2
27-08-2020,0,29.25,85,80
28-08-2020,0,29.7,83.5,0
29-08-2020,0,29.95,84,0
30-08-2020,0,30.55,79,0
31-08-2020,0,30.65,80.5,0
01-09-2020,0,29.9,84.5,0
02-09-2020,0,28.75,82.5,0.8
03-09-2020,0,29.55,87.5,0
04-09-2020,0,30.25,83,0
05-09-2020,0,30.3,76,3
06-09-2020,0,29.9,81,0
07-09-2020,0,30.55,81,0
08-09-2020,0,30.85,78.5,0
09-09-2020,0,29.85,86.5,36.6
10-09-2020,0,28.55,86.5,0
11-09-2020,0,30,81.5,0
12-09-2020,0,30.05,79.5,0
13-09-2020,0,29.85,82,1.6
14-09-2020,0,30.1,82.5,3.8
15-09-2020,0,30.15,82.5,2.4
16-09-2020,0,29.7,87,5.6
17-09-2020,0,30.45,82,2.4
18-09-2020,0,31,77,0
19-09-2020,0,29.5,84,8
20-09-2020,0,27.3,76,0
21-09-2020,0,29.6,87,7.4
22-09-2020,0,28.25,88.5,7.8
23-09-2020,0,29.35,85.5,0
24-09-2020,2,29.6,84,0
25-09-2020,1,28.8,89,0
26-09-2020,0,28.2,87.5,0
27-09-2020,3,28.5,90.5,0
28-09-2020,2,30.35,81,0
29-09-2020,0,30,82.5,0
30-09-2020,1,28.6,88.5,13.8
01-10-2020,2,27.15,93.5,22.6
02-10-2020,2,27.5,96,0
03-10-2020,2,27.95,95,0
04-10-2020,0,27.4,97,2.4
05-10-2020,3,27.8,97,0
06-10-2020,3,27.4,94,11.2
07-10-2020,6,27.1,94.5,1.2
08-10-2020,8,28.1,93,36.2
09-10-2020,7,29.6,84,0
10-10-2020,0,29,82,0
11-10-2020,0,29.7,78.5,0.2
12-10-2020,8,29.2,81,0
13-10-2020,6,28.7,84,0
14-10-2020,7,27.55,90,16
15-10-2020,10,27.5,97.5,16.6
16-10-2020,8,29.05,91,3.4
17-10-2020,11,29.4,81,0.8
18-10-2020,0,28.25,85,0
19-10-2020,9,28.6,92.5,1.8
20-10-2020,13,29.7,79.5,0
21-10-2020,10,28.7,93,0
22-10-2020,11,28.25,94,24.6
23-10-2020,16,27.45,82,5
24-10-2020,10,28.5,83.5,0
25-10-2020,0,28,82.5,0
26-10-2020,15,28.25,80,0
27-10-2020,18,27.9,67,0
28-10-2020,16,27.6,73.5,0
29-10-2020,0,26.85,67.5,0
30-10-2020,13,26.7,68.5,0
31-10-2020,16,27.6,68,0
01-11-2020,0,28,75.5,0
02-11-2020,17,28.6,79.5,0
03-11-2020,15,27.7,80,0
04-11-2020,0,27.25,70,0
05-11-2020,17,26.25,77.5,0
06-11-2020,16,26.5,70.5,0
07-11-2020,10,26,72.5,0
08-11-2020,0,24.2,73.5,0
09-11-2020,18,24.3,71.5,0
10-11-2020,12,24.3,76,0
11-11-2020,18,26.15,79,0
12-11-2020,14,26.85,76.5,0
13-11-2020,15,26.5,69,0
14-11-2020,0,26.25,72,0
15-11-2020,16,25.8,69,0
16-11-2020,18,26,68.5,0
17-11-2020,14,27,73.5,0
18-11-2020,15,26.55,74,0
19-11-2020,18,26.25,73,0
20-11-2020,12,26.8,75.5,0
21-11-2020,0,26.25,78.5,0
22-11-2020,0,24.25,78.5,0
23-11-2020,10,23,63.5,0
24-11-2020,9,21.25,81.5,0
25-11-2020,17,21,69,0
26-11-2020,16,22.2,72,0
27-11-2020,13,24,66,0
28-11-2020,0,24.25,60,0
29-11-2020,0,23.75,65,0
30-11-2020,0,24.55,69,0
01-12-2020,7,24.85,64,0
02-12-2020,8,22.4,69,0
03-12-2020,6,23.7,66,0
04-12-2020,4,23.5,71,0
05-12-2020,0,23.6,67.5,0
06-12-2020,0,23.5,66,0
07-12-2020,5,24.45,65,0
08-12-2020,4,24.5,65,0
09-12-2020,3,24.25,77.5,0
10-12-2020,1,24.4,72,0
11-12-2020,0,23.9,75,0
12-12-2020,0,23.8,74,0
13-12-2020,0,24,76,0
14-12-2020,0,23.9,76.5,0
15-12-2020,0,24.2,77,0
16-12-2020,0,24.35,72,0
17-12-2020,0,23.4,75,0
18-12-2020,0,23,71,0
19-12-2020,0,23.1,73.5,0
20-12-2020,0,20.9,77,0
21-12-2020,0,20.2,76,0
22-12-2020,0,19.6,71.5,0
23-12-2020,0,19.5,70.5,0
24-12-2020,0,20.7,71.5,0
25-12-2020,0,20.6,75,0
26-12-2020,1,20.7,72.5,0
27-12-2020,0,20.4,75,0
28-12-2020,0,20.2,71.5,0
29-12-2020,2,21.5,70,0
30-12-2020,0,22.05,72,0
31-12-2020,0,21.5,71.5,0
01-01-2021,0,20.5,72,0
02-01-2021,0,20.55,68,0
03-01-2021,0,20.95,63,0
04-01-2021,0,21.7,66.5,0
05-01-2021,1,21.9,69,0
06-01-2021,0,23.8,70,0
07-01-2021,0,25.4,69,0
08-01-2021,0,24.5,69,0
09-01-2021,0,24.75,68.5,0
10-01-2021,0,24.6,68.5,0
11-01-2021,0,25.55,69.5,0
12-01-2021,2,25.4,72,0
13-01-2021,2,25.75,79,0
14-01-2021,0,23.6,73.5,0
15-01-2021,0,23.7,67,0
16-01-2021,1,22,68,0
17-01-2021,0,21.75,68.5,0
18-01-2021,1,23.25,75.5,0
19-01-2021,1,24,76.5,0
20-01-2021,0,25.5,73.5,0
21-01-2021,0,24.65,62,0
22-01-2021,1,22.55,72,0
23-01-2021,0,23.3,73.5,0
24-01-2021,0,24.55,76,0
25-01-2021,0,25.4,75,0
26-01-2021,0,24.3,68.5,0
27-01-2021,1,21.9,65.5,0
28-01-2021,0,22.6,69.5,0
29-01-2021,2,21.6,74,0
30-01-2021,0,23.25,79,0
31-01-2021,0,21.05,66.5,0
01-02-2021,1,20.8,67.5,0
02-02-2021,0,20,71.5,0
03-02-2021,0,21.4,70.5,0
04-02-2021,0,21.6,66,0
05-02-2021,1,21.25,65.5,0
06-02-2021,0,23.45,69,0
07-02-2021,0,21.85,66.5,0
08-02-2021,0,22,67.5,0
09-02-2021,0,21.35,68,0
10-02-2021,7,23,66.5,0
11-02-2021,5,23.8,68,0
12-02-2021,8,24.4,72.5,0
13-02-2021,0,24.9,66.5,0
14-02-2021,0,25.5,67,0
15-02-2021,7,25.5,67.5,0
16-02-2021,9,25.95,71.5,0
17-02-2021,12,25.25,53,0
18-02-2021,8,24.9,66,0
19-02-2021,5,25.7,59.5,0
20-02-2021,9,25.85,60,0
21-02-2021,0,24.1,68,0
22-02-2021,12,25,56,0
23-02-2021,12,25.6,56.5,0
24-02-2021,17,26.1,54,0
25-02-2021,9,26.15,53.5,0
26-02-2021,17,27.1,54.5,0
27-02-2021,12,28.1,54,0
28-02-2021,0,29.25,56,0
01-03-2021,0,29.65,62,0
02-03-2021,9,29.75,67,0
03-03-2021,9,27.5,64.5,0
04-03-2021,5,29,64,0
05-03-2021,7,29.25,58.5,0
06-03-2021,8,29.15,54,0
07-03-2021,12,28.55,59.5,0
08-03-2021,0,28,70.5,0
09-03-2021,17,28.25,68,0
10-03-2021,15,28.3,70.5,0
11-03-2021,10,29.3,75.5,0
12-03-2021,13,28.4,78,0
13-03-2021,19,28,79,0
14-03-2021,23,28.4,79,0
15-03-2021,0,29.75,79,0
16-03-2021,15,28.85,61.1,0
17-03-2021,17,29.75,63.5,0
18-03-2021,12,30.5,63,0
19-03-2021,9,29.95,63.5,0
20-03-2021,8,29.35,58.15,0
21-03-2021,8,30.05,52.4,0
22-03-2021,0,30.4,59.2,0
23-03-2021,9,29.7,63,0
24-03-2021,8,31.1,41.5,0
25-03-2021,7,30.65,49,0
26-03-2021,5,30.65,59.25,0
27-03-2021,5,30.1,62.4,0
28-03-2021,8,28.2,58.5,30.4
29-03-2021,0,31.75,61,0
30-03-2021,5,32.45,60.1,0
31-03-2021,8,32,61.5,0
01-04-2021,3,31.95,69.5,0
02-04-2021,3,31.7,76,0
03-04-2021,1,30.1,77.5,0
04-04-2021,5,31.1,77.5,0
05-04-2021,0,30.65,71,0
06-04-2021,4,29,73,0
07-04-2021,3,29.4,77.5,0
08-04-2021,5,29.7,79,0
09-04-2021,4,28.1,75.5,9
10-04-2021,5,27.8,75,0
11-04-2021,0,29.4,80.5,0
12-04-2021,0,30.9,65,0
13-04-2021,3,31.45,67.5,0
14-04-2021,4,30.25,78.5,0
15-04-2021,0,30.5,54.5,0
16-04-2021,5,30,56.5,0
17-04-2021,7,30.55,68,0
18-04-2021,3,30.55,69.5,0
19-04-2021,7,30.35,71.5,3.4
20-04-2021,5,31.5,69,0
21-04-2021,4,32.05,74.5,0
22-04-2021,3,29.2,82,0
23-04-2021,4,30.75,75,7
24-04-2021,6,33.75,82,0
25-04-2021,8,33.25,89,0
26-04-2021,5,34.25,67,0
27-04-2021,7,33.15,70,0
28-04-2021,8,33.25,70.5,0
29-04-2021,6,31.65,73,0
30-04-2021,5,31.35,79,0
01-05-2021,4,31.5,67.5,0
02-05-2021,0,31,77.5,0
03-05-2021,0,30.35,73.5,0
04-05-2021,0,28.2,82,0
05-05-2021,0,30.05,79,0
06-05-2021,0,30.15,77,4
07-05-2021,0,31.4,76,0
08-05-2021,0,31.75,73.5,0
09-05-2021,0,30.75,85.5,0
10-05-2021,0,30.6,86.5,34
11-05-2021,0,30.75,91.5,7
12-05-2021,0,28.5,81.5,34.6
13-05-2021,0,28.45,90,0
14-05-2021,0,29.75,90.5,8
15-05-2021,0,31,85.5,0
16-05-2021,0,31.25,79,0
17-05-2021,0,32.35,75,0
18-05-2021,0,32.75,74.5,0
19-05-2021,0,32.5,76,0
20-05-2021,0,32.5,75.5,0
21-05-2021,0,32.25,89,0
22-05-2021,0,30.25,80,4
23-05-2021,0,28.5,90,35
24-05-2021,0,28.5,91,0
25-05-2021,0,25.75,90,38
26-05-2021,0,25,93,60
27-05-2021,0,27.25,85,0
28-05-2021,0,31,80.5,0
29-05-2021,0,31.25,77.5,0
30-05-2021,0,32.25,74.5,0
31-05-2021,0,32.05,73.5,0
01-06-2021,0,32,77.5,0
02-06-2021,0,28.45,82,0
03-06-2021,0,28.2,86.5,13.6
04-06-2021,0,32.1,77.5,0
05-06-2021,0,32.65,77.5,0
06-06-2021,0,32.4,78,0
07-06-2021,0,32.9,75.5,0
08-06-2021,0,32.35,76,6.8
09-06-2021,0,28.5,80.5,0
10-06-2021,0,28.95,80.5,0
11-06-2021,0,26.5,80.5,0.8
12-06-2021,0,30.2,70,0
13-06-2021,0,27.4,89,75.2
14-06-2021,0,27.3,92,33.4
15-06-2021,0,29,84,3
16-06-2021,0,29,78,1.6
17-06-2021,0,27.5,86,3
18-06-2021,0,27.4,96,1.8
19-06-2021,0,28.1,86,49.4
20-06-2021,0,29.85,76,0
21-06-2021,0,30.4,77.5,7.6
22-06-2021,0,27.75,93.5,0.8
23-06-2021,0,25.2,96.5,0
24-06-2021,0,29,77.5,0
25-06-2021,0,29.7,76,0
26-06-2021,0,28.3,85.5,0
27-06-2021,0,29.4,85.5,0
28-06-2021,0,30.3,78.5,0
29-06-2021,0,30.3,76,0
30-06-2021,0,30.3,77,3.4
01-07-2021,0,30.5,80,18.2
02-07-2021,0,29.5,81,0
03-07-2021,0,29,79,1.4
04-07-2021,0,29.9,72.5,0
05-07-2021,0,29.1,83,76.8
06-07-2021,0,30.35,94,0
07-07-2021,0,29.75,86,41.4
08-07-2021,0,28.3,79,0
09-07-2021,0,29.75,77,0.2
10-07-2021,0,29.9,77,0
11-07-2021,0,29.4,84,0
12-07-2021,0,29.15,80.5,14.6
13-07-2021,0,28.5,84.5,0
14-07-2021,0,28.25,85.5,16.8
15-07-2021,0,29.6,76.5,2.4
16-07-2021,0,29.9,78.5,0
17-07-2021,0,29,80.5,0
18-07-2021,0,31.3,75,0
19-07-2021,0,31.25,74.5,0
20-07-2021,0,31.1,73,0
21-07-2021,0,29.1,80,22.4
22-07-2021,0,29.8,81.5,1.6
23-07-2021,0,28.2,87.5,57
24-07-2021,0,29.8,83.5,14.2
25-07-2021,0,30.45,80,0
26-07-2021,0,29.9,79.5,0
27-07-2021,0,28.2,86.5,0
28-07-2021,0,27.25,83.5,3.2
29-07-2021,0,26.6,89,3.4
30-07-2021,0,26.5,89.5,6.8
31-07-2021,0,28.9,80,1.6
01-08-2021,0,30.35,72.5,0
02-08-2021,0,30.25,77,11.8
03-08-2021,0,29.4,79,0.8
04-08-2021,0,29.1,77,0
05-08-2021,0,29.9,86.5,0
06-08-2021,0,30.6,79,1.2
07-08-2021,0,30.4,83.5,3.2
08-08-2021,0,30.4,77,4.6
09-08-2021,0,30.75,83,0
10-08-2021,0,31.25,80,0
11-08-2021,0,30.3,80,72.2
12-08-2021,0,31.1,77,22.2
13-08-2021,0,30.65,78,13.8
14-08-2021,0,30.25,76.5,0
15-08-2021,0,30.5,77.5,0
16-08-2021,0,28.5,91,0
17-08-2021,0,27.6,89.5,16
18-08-2021,0,27.8,89.5,0
19-08-2021,0,28.75,86.5,0
20-08-2021,0,27.6,90,1.8
21-08-2021,0,29,82,9.4
22-08-2021,0,30.2,75.5,0
23-08-2021,0,30.5,80.5,0
24-08-2021,0,29.3,76,0
25-08-2021,0,29.7,78.5,2.4
26-08-2021,0,29.7,85.5,3
27-08-2021,0,29,85,64.6
28-08-2021,0,28.75,86.5,3.4
29-08-2021,0,28.25,86.5,1.6
30-08-2021,0,27.4,88,12
31-08-2021,0,28.85,91.5,10.2
01-09-2021,0,29.5,83.5,0
02-09-2021,2,30.5,81,17
03-09-2021,0,31,76.5,3
04-09-2021,0,30.5,79,0
05-09-2021,0,29.8,77.5,0
06-09-2021,0,28.7,88,28
07-09-2021,0,28.3,91.5,27.6
08-09-2021,0,28.25,89.5,6
09-09-2021,0,28.9,86.5,0
10-09-2021,0,29.2,82,0
11-09-2021,0,28,91,0
12-09-2021,0,26.5,93,12.5
13-09-2021,0,24.7,96,212
14-09-2021,0,27.55,92,78.6
15-09-2021,0,29,87,45.8
16-09-2021,0,28.75,84.5,0
17-09-2021,0,29.9,82.5,0
18-09-2021,0,29.3,86,0
19-09-2021,0,28.75,97.5,0
20-09-2021,6,28.6,85,14.6
21-09-2021,8,27.9,84.5,0
22-09-2021,10,28.85,84,0
23-09-2021,7,29.6,84,3
24-09-2021,8,29.25,86,0
25-09-2021,6,30,79.5,0
26-09-2021,0,27.45,93,0
27-09-2021,6,28.85,91,19
28-09-2021,3,27.8,87,26.2
29-09-2021,3,28.35,92.5,1
30-09-2021,2,29.2,84,0
01-10-2021,2,29.5,81.5,0
02-10-2021,7,30.9,84.5,0
03-10-2021,3,30,83.5,0
04-10-2021,0,30.1,83.5,0
05-10-2021,0,30.3,80,0
06-10-2021,3,30.4,77,0
07-10-2021,2,30.3,80.5,0
08-10-2021,6,30.95,79,11.6
09-10-2021,10,30.6,78,0
10-10-2021,0,29.9,84.5,18.8
11-10-2021,5,29.3,83.5,0
12-10-2021,4,29.8,79,0
13-10-2021,7,29.7,79,0
14-10-2021,0,28.5,90.5,0
15-10-2021,0,28.05,91,20.8
16-10-2021,2,28.3,94,3.4
17-10-2021,0,26.45,95.5,1
18-10-2021,0,27.35,90.5,56.4
19-10-2021,1,26.5,94,0
20-10-2021,10,28.6,85,18
21-10-2021,10,28.95,77,0
22-10-2021,10,28.35,64.5,0
23-10-2021,24,27,73,0
24-10-2021,33,27.1,73,0
25-10-2021,23,26.4,74.5,0
26-10-2021,32,27.2,79.5,0
27-10-2021,41,27.35,74.5,0
28-10-2021,14,26.6,78.5,0
29-10-2021,25,26.8,83.5,0
30-10-2021,31,26.7,74,0
31-10-2021,0,26.8,74,0
01-11-2021,27,26,78.5,0
02-11-2021,32,24.7,81.5,0
03-11-2021,26,25.7,75,0
04-11-2021,0,26.4,74.5,0
05-11-2021,30,26.2,73.5,0
06-11-2021,21,24.85,72.5,0
07-11-2021,0,24.2,72.5,0
08-11-2021,27,24.5,73,0
09-11-2021,27,23.5,70,0
10-11-2021,24,24.65,69.5,0
11-11-2021,24,23.7,84,0
12-11-2021,19,25.4,91,6
13-11-2021,0,25.15,90.5,39
14-11-2021,0,25,93.5,5
15-11-2021,4,26.5,88.5,3
16-11-2021,5,25.4,87,6.8
17-11-2021,14,24.7,78.5,0
18-11-2021,11,24.85,77.5,0
19-11-2021,35,25,76,0
20-11-2021,29,26.1,82,0
21-11-2021,0,26.4,82,0
22-11-2021,29,27.6,78,0
23-11-2021,8,27.8,81.5,7
24-11-2021,7,25.85,74,3.6
25-11-2021,9,25.85,73.5,0
26-11-2021,8,24.7,70.5,0
27-11-2021,3,24.3,73,0
28-11-2021,0,22.75,63,0
29-11-2021,3,22.7,66,0
30-11-2021,5,21.6,68,0
